"Top Level Domain","U-Label","Translation","Agreement Type","Operator","Agreement Status","Agreement Date","Link"
"map",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","10 Jun 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/map"
"market",,,"Base, Non-Sponsored","Dog Beach, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/market"
"marketing",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/marketing"
"markets",,,"Base, Non-Sponsored","Dog Beach, LLC","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/markets"
"marriott",,,"Base, Brand (Spec 13), Non-Sponsored","Marriott Worldwide Corporation","active","9 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/marriott"
"marshalls",,,"Base, Brand (Spec 13), Non-Sponsored","The TJX Companies, Inc.","active","16 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/marshalls"
"maserati",,,"Base, Brand (Spec 13), Non-Sponsored","Fiat Chrysler Automobiles N.V.","terminated","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/maserati"
"mattel",,,"Base, Brand (Spec 13), Non-Sponsored","Mattel IT Services, Inc.","active","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mattel"
"mba",,,"Base, Non-Sponsored","Binky Moon, LLC","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mba"
"mcd",,,"Base, Brand (Spec 13), Non-Sponsored","McDonald's Corporation","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mcd"
"mcdonalds",,,"Base, Brand (Spec 13), Non-Sponsored","McDonald's Corporation","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mcdonalds"
"mckinsey",,,"Base, Brand (Spec 13), Non-Sponsored","McKinsey Holdings, Inc.","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mckinsey"
"med",,,"Base, Non-Sponsored","Medistry LLC","active","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/med"
"media",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/media"
"meet",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","16 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/meet"
"melbourne",,,"Base, Non-Sponsored","The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation","active","29 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/melbourne"
"meme",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","30 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/meme"
"memorial",,,"Base, Non-Sponsored","Dog Beach, LLC","active","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/memorial"
"men",,,"Base, Non-Sponsored","Exclusive Registry Limited","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/men"
"menu",,,"Base, Non-Sponsored","Dot Menu Registry, LLC","active","11 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/menu"
"meo",,,"Base, Brand (Spec 13), Non-Sponsored","MEO Servicos de Comunicacoes e Multimedia, S.A.","terminated","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/meo"
"merck",,,"Base, Non-Sponsored","Merck Registry Holdings, Inc.","active","10 Sep 2024","http://iti-web-icann-lax-prod/en/registry-agreements/details/merck"
"merckmsd",,,"Base, Non-Sponsored","MSD Registry Holdings, Inc.","active","14 Jul 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/merckmsd"
"metlife",,,"Base, Brand (Spec 13), Non-Sponsored","MetLife Services and Solutions, LLC","terminated","7 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/metlife"
"miami",,,"Base, Non-Sponsored","Registry Services, LLC","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/miami"
"microsoft",,,"Base, Brand (Spec 13), Non-Sponsored","Microsoft Corporation","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/microsoft"
"mini",,,"Base, Brand (Spec 13), Non-Sponsored","Bayerische Motoren Werke Aktiengesellschaft","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/mini"
"mint",,,"Base, Brand (Spec 13), Non-Sponsored","Intuit Administrative Services, Inc.","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mint"
"mit",,,"Base, Brand (Spec 13), Non-Sponsored","Massachusetts Institute of Technology","active","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mit"
"mitsubishi",,,"Base, Brand (Spec 13), Non-Sponsored","Mitsubishi Corporation","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mitsubishi"
"mlb",,,"Base, Brand (Spec 13), Non-Sponsored","MLB Advanced Media DH, LLC","active","21 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mlb"
"mls",,,"Base, Non-Sponsored","The Canadian Real Estate Association","active","23 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mls"
"mma",,,"Base, Community (Spec 12), Non-Sponsored","MMA IARD","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/mma"
"mnet",,,"Base, Brand (Spec 13), Non-Sponsored","Electronic Media Network (Pty) Ltd","terminated","5 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mnet"
"mobi",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","30 Mar 2017","http://iti-web-icann-lax-prod/en/registry-agreements/details/mobi"
"mobile",,,"Base, Non-Sponsored","Dish DBS Corporation","active","2 Jun 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/mobile"
"mobily",,,"Base, Non-Sponsored","GreenTech Consultancy Company W.L.L.","terminated","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mobily"
"moda",,,"Base, Non-Sponsored","Dog Beach, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/moda"
"moe",,,"Base, Non-Sponsored","Interlink Systems Innovation Institute K.K.","active","13 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/moe"
"moi",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/moi"
"mom",,,"Base, Non-Sponsored","XYZ.COM LLC","active","16 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mom"
"monash",,,"Base, Brand (Spec 13), Non-Sponsored","Monash University","active","30 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/monash"
"money",,,"Base, Non-Sponsored","Binky Moon, LLC","active","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/money"
"monster",,,"Base, Non-Sponsored","XYZ.COM LLC","active","11 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/monster"
"montblanc",,,"Base, Brand (Spec 13), Non-Sponsored","Richemont DNS Inc.","terminated","23 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/montblanc"
"mopar",,,"Base, Brand (Spec 13), Non-Sponsored","FCA US LLC.","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mopar"
"mormon",,,"Base, Brand (Spec 13), Non-Sponsored","IRI Domain Management, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/mormon"
"mortgage",,,"Base, Non-Sponsored","Dog Beach, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/mortgage"
"moscow",,,"Base, Non-Sponsored","Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/moscow"
"moto",,,"Base, Brand (Spec 13), Non-Sponsored","Motorola Trademark Holdings, LLC","active","4 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/moto"
"motorcycles",,,"Base, Non-Sponsored","XYZ.COM LLC","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/motorcycles"
"mov",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","30 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/mov"
"movie",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/movie"
"movistar",,,"Base, Non-Sponsored","Telefónica S.A.","terminated","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/movistar"
"msd",,,"Base, Brand (Spec 13), Non-Sponsored","MSD Registry Holdings, Inc.","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/msd"
"mtn",,,"Base, Brand (Spec 13), Non-Sponsored","MTN Dubai Limited","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/mtn"
"mtpc",,,"Base, Non-Sponsored","Mitsubishi Tanabe Pharma Corporation","terminated","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mtpc"
"mtr",,,"Base, Brand (Spec 13), Non-Sponsored","MTR Corporation Limited","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/mtr"
"multichoice",,,"Base, Brand (Spec 13), Non-Sponsored","MultiChoice (Proprietary) Limited","terminated","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/multichoice"
"museum",,,"Community (Spec 12), Non-Sponsored","Museum Domain Management Association (MuseDoma)","active","11 Mar 2025","http://iti-web-icann-lax-prod/en/registry-agreements/details/museum"
"music",,,"Base, Community (Spec 12), Non-Sponsored","DotMusic Limited","active","4 May 2021","http://iti-web-icann-lax-prod/en/registry-agreements/details/music"
"mutual",,,"Base, Non-Sponsored","Northwestern Mutual MU TLD Registry, LLC","terminated","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mutual"
"mutuelle",,,"Base, Non-Sponsored","Fédération Nationale de la Mutualité Française","terminated","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mutuelle"
"mzansimagic",,,"Base, Brand (Spec 13), Non-Sponsored","Electronic Media Network (Pty) Ltd","terminated","5 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/mzansimagic"
"nab",,,"Base, Brand (Spec 13), Non-Sponsored","National Australia Bank Limited","active","20 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nab"
"nadex",,,"Base, Brand (Spec 13), Non-Sponsored","Nadex Domains, Inc.","terminated","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/nadex"
"nagoya",,,"Base, Non-Sponsored","GMO Registry, Inc.","active","24 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/nagoya"
"name",,,"Non-Sponsored","VeriSign, Inc.","active","1 Dec 2012","http://iti-web-icann-lax-prod/en/registry-agreements/details/name"
"naspers",,,"Base, Brand (Spec 13), Non-Sponsored","Intelprop (Proprietary) Limited","terminated","12 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/naspers"
"nationwide",,,"Base, Brand (Spec 13), Non-Sponsored","Nationwide Mutual Insurance Company","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/nationwide"
"natura",,,"Base, Brand (Spec 13), Non-Sponsored","NATURA COSMÉTICOS S.A.","terminated","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/natura"
"navy",,,"Base, Non-Sponsored","Dog Beach, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/navy"
"nba",,,"Base, Brand (Spec 13), Non-Sponsored","NBA REGISTRY, LLC","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nba"
"nec",,,"Base, Brand (Spec 13), Non-Sponsored","NEC Corporation","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nec"
"net",,,"Non-Sponsored","VeriSign, Inc.","active","1 Jul 2023","http://iti-web-icann-lax-prod/en/registry-agreements/details/net"
"netbank",,,"Base, Brand (Spec 13), Non-Sponsored","COMMONWEALTH BANK OF AUSTRALIA","active","26 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/netbank"
"netflix",,,"Base, Brand (Spec 13), Non-Sponsored","Netflix, Inc.","active","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/netflix"
"network",,,"Base, Non-Sponsored","Binky Moon, LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/network"
"neustar",,,"Base, Brand (Spec 13), Non-Sponsored","NeuStar, Inc.","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/neustar"
"new",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","30 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/new"
"newholland",,,"Base, Brand (Spec 13), Non-Sponsored","CNH Industrial N.V.","terminated","3 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/newholland"
"news",,,"Base, Non-Sponsored","Dog Beach, LLC","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/news"
"next",,,"Base, Brand (Spec 13), Non-Sponsored","Next plc","active","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/next"
"nextdirect",,,"Base, Brand (Spec 13), Non-Sponsored","Next plc","active","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nextdirect"
"nexus",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","24 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/nexus"
"nfl",,,"Base, Brand (Spec 13), Non-Sponsored","NFL Reg Ops LLC","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nfl"
"ngo",,,"Base, Community (Spec 12), Non-Sponsored","Public Interest Registry","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ngo"
"nhk",,,"Base, Brand (Spec 13), Non-Sponsored","Japan Broadcasting Corporation (NHK)","active","13 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/nhk"
"nico",,,"Base, Brand (Spec 13), Non-Sponsored","DWANGO Co., Ltd.","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/nico"
"nike",,,"Base, Brand (Spec 13), Non-Sponsored","NIKE, Inc.","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nike"
"nikon",,,"Base, Brand (Spec 13), Non-Sponsored","NIKON CORPORATION","active","21 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nikon"
"ninja",,,"Base, Non-Sponsored","Dog Beach, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/ninja"
"nissan",,,"Base, Brand (Spec 13), Non-Sponsored","NISSAN MOTOR CO., LTD.","active","27 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/nissan"
"nissay",,,"Base, Brand (Spec 13), Non-Sponsored","Nippon Life Insurance Company","active","29 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nissay"
"nokia",,,"Base, Brand (Spec 13), Non-Sponsored","Nokia Corporation","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nokia"
"northwesternmutual",,,"Base, Brand (Spec 13), Non-Sponsored","Northwestern Mutual Registry, LLC","terminated","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/northwesternmutual"
"norton",,,"Base, Brand (Spec 13), Non-Sponsored","Gen Digital Inc.","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/norton"
"now",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","25 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/now"
"nowruz",,,"Base, Non-Sponsored","Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.","terminated","4 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/nowruz"
"nowtv",,,"Base, Brand (Spec 13), Non-Sponsored","Starbucks (HK) Limited","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/nowtv"
"nra",,,"Base, Brand (Spec 13), Non-Sponsored","National Rifle Association of America","active","22 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/nra"
"nrw",,,"Base, Non-Sponsored","Minds + Machines GmbH","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/nrw"
"ntt",,,"Base, Brand (Spec 13), Non-Sponsored","NIPPON TELEGRAPH AND TELEPHONE CORPORATION","active","31 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ntt"
"nyc",,,"Base, Non-Sponsored","The City of New York by and through the New York City Department of Information Technology & Telecommunications","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/nyc"
"obi",,,"Base, Brand (Spec 13), Non-Sponsored","OBI Group Holding SE & Co. KGaA","active","25 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/obi"
"observer",,,"Base, Non-Sponsored","Fegistry, LLC","active","30 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/observer"
"off",,,"Base, Brand (Spec 13), Non-Sponsored","Johnson Shareholdings, Inc.","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/off"
"office",,,"Base, Non-Sponsored","Microsoft Corporation","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/office"
"okinawa",,,"Base, Non-Sponsored","BRregistry, Inc.","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/okinawa"
"olayan",,,"Base, Non-Sponsored","Competrol (Luxembourg) Sarl","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/olayan"
"olayangroup",,,"Base, Non-Sponsored","Competrol (Luxembourg) Sarl","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/olayangroup"
"oldnavy",,,"Base, Brand (Spec 13), Non-Sponsored","The Gap, Inc.","terminated","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/oldnavy"
"ollo",,,"Base, Non-Sponsored","Dish DBS Corporation","active","4 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ollo"
"omega",,,"Base, Brand (Spec 13), Non-Sponsored","The Swatch Group Ltd","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/omega"
"one",,,"Base, Non-Sponsored","One.com A/S","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/one"
"ong",,,"Base, Community (Spec 12), Non-Sponsored","Public Interest Registry","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ong"
"onl",,,"Base, Non-Sponsored","iRegistry GmbH","active","16 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/onl"
"online",,,"Base, Non-Sponsored","Radix Technologies Inc SEZC","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/online"
"onyourside",,,"Base, Brand (Spec 13), Non-Sponsored","Nationwide Mutual Insurance Company","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/onyourside"
"ooo",,,"Base, Non-Sponsored","INFIBEAM AVENUES LIMITED","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ooo"
"open",,,"Base, Brand (Spec 13), Non-Sponsored","American Express Travel Related Services Company, Inc.","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/open"
"oracle",,,"Base, Brand (Spec 13), Non-Sponsored","Oracle Corporation","active","19 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/oracle"
"orange",,,"Base, Brand (Spec 13), Non-Sponsored","Orange Brand Services Limited","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/orange"
"org",,,"Base, Non-Sponsored","Public Interest Registry","active","30 Jun 2019","http://iti-web-icann-lax-prod/en/registry-agreements/details/org"
"organic",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","27 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/organic"
"orientexpress",,,"Base, Non-Sponsored","Orient Express","terminated","5 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/orientexpress"
"origins",,,"Base, Brand (Spec 13), Non-Sponsored","The Estée Lauder Companies Inc.","active","1 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/origins"
"osaka",,,"Base, Community (Spec 12), Non-Sponsored","Osaka Registry Co., Ltd.","active","4 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/osaka"
"otsuka",,,"Base, Brand (Spec 13), Non-Sponsored","Otsuka Holdings Co., Ltd.","active","10 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/otsuka"
"ott",,,"Base, Non-Sponsored","Dish DBS Corporation","active","4 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ott"
"ovh",,,"Base, Community (Spec 12), Non-Sponsored","MédiaBC","active","16 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ovh"
"page",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/page"
"pamperedchef",,,"Base, Brand (Spec 13), Non-Sponsored","The Pampered Chef, Ltd.","terminated","5 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/pamperedchef"
"panasonic",,,"Base, Brand (Spec 13), Non-Sponsored","Panasonic Holdings Corporation","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/panasonic"
"panerai",,,"Base, Brand (Spec 13), Non-Sponsored","Richemont DNS Inc.","terminated","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/panerai"
"paris",,,"Base, Community (Spec 12), Non-Sponsored","City of Paris","active","30 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/paris"
"pars",,,"Base, Community (Spec 12), Non-Sponsored","Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.","terminated","4 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/pars"
"partners",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/partners"
"parts",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/parts"
"party",,,"Base, Non-Sponsored","Blue Sky Registry Limited","active","11 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/party"
"passagens",,,"Base, Non-Sponsored","Travel Reservations SRL","terminated","5 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/passagens"
"pay",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","27 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pay"
"payu",,,"Base, Brand (Spec 13), Non-Sponsored","MIH PayU B.V.","terminated","12 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/payu"
"pccw",,,"Base, Brand (Spec 13), Non-Sponsored","PCCW Enterprises Limited","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pccw"
"pet",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","7 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pet"
"pfizer",,,"Base, Brand (Spec 13), Non-Sponsored","Pfizer Inc.","active","11 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pfizer"
"pharmacy",,,"Base, Community (Spec 12), Non-Sponsored","National Association of Boards of Pharmacy","active","19 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/pharmacy"
"phd",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","28 Jul 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/phd"
"philips",,,"Base, Brand (Spec 13), Non-Sponsored","Koninklijke Philips N.V.","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/philips"
"phone",,,"Base, Non-Sponsored","Dish DBS Corporation","active","2 Jun 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/phone"
"photo",,,"Base, Non-Sponsored","Registry Services, LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/photo"
"photography",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/photography"
"photos",,,"Base, Non-Sponsored","Binky Moon, LLC","active","17 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/photos"
"physio",,,"Base, Non-Sponsored","PhysBiz Pty Ltd","active","1 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/physio"
"piaget",,,"Base, Brand (Spec 13), Non-Sponsored","Richemont DNS Inc.","terminated","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/piaget"
"pics",,,"Base, Non-Sponsored","XYZ.COM LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/pics"
"pictet",,,"Base, Brand (Spec 13), Non-Sponsored","Banque Pictet & Cie SA","active","26 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/pictet"
"pictures",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/pictures"
"pid",,,"Base, Non-Sponsored","Top Level Spectrum, Inc.","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pid"
"pin",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/pin"
"ping",,,"Base, Brand (Spec 13), Non-Sponsored","Ping Registry Provider, Inc.","active","11 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ping"
"pink",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","1 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/pink"
"pioneer",,,"Base, Brand (Spec 13), Non-Sponsored","Pioneer Corporation","active","16 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pioneer"
"pizza",,,"Base, Non-Sponsored","Binky Moon, LLC","active","26 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/pizza"
"place",,,"Base, Non-Sponsored","Binky Moon, LLC","active","24 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/place"
"play",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","5 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/play"
"playstation",,,"Base, Brand (Spec 13), Non-Sponsored","Sony Interactive Entertainment Inc.","active","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/playstation"
"plumbing",,,"Base, Non-Sponsored","Binky Moon, LLC","active","10 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/plumbing"
"plus",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/plus"
"pnc",,,"Base, Brand (Spec 13), Non-Sponsored","PNC Domain Co., LLC","active","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pnc"
"pohl",,,"Base, Non-Sponsored","Deutsche Vermögensberatung Aktiengesellschaft DVAG","active","23 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/pohl"
