"Top Level Domain","U-Label","Translation","Agreement Type","Operator","Agreement Status","Agreement Date","Link"
"poker",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","3 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/poker"
"politie",,,"Base, Non-Sponsored","Politie Nederland","active","20 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/politie"
"porn",,,"Base, Non-Sponsored","ICM Registry PN LLC","active","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/porn"
"post",,,"Sponsored","Universal Postal Union","active","3 Oct 2012","http://iti-web-icann-lax-prod/en/registry-agreements/details/post"
"pramerica",,,"Base, Brand (Spec 13), Non-Sponsored","Prudential Financial, Inc.","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/pramerica"
"praxi",,,"Base, Brand (Spec 13), Non-Sponsored","Praxi S.p.A.","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/praxi"
"press",,,"Base, Non-Sponsored","Radix Technologies Inc SEZC","active","3 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/press"
"prime",,,"Base, Brand (Spec 13), Non-Sponsored","Amazon Registry Services, Inc.","active","25 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/prime"
"pro",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","1 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pro"
"prod",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/prod"
"productions",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/productions"
"prof",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","24 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/prof"
"progressive",,,"Base, Brand (Spec 13), Non-Sponsored","Progressive Casualty Insurance Company","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/progressive"
"promo",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/promo"
"properties",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/properties"
"property",,,"Base, Non-Sponsored","Digital Property Infrastructure Limited","active","22 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/property"
"protection",,,"Base, Non-Sponsored","XYZ.COM LLC","active","23 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/protection"
"pru",,,"Base, Brand (Spec 13), Non-Sponsored","Prudential Financial, Inc.","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pru"
"prudential",,,"Base, Brand (Spec 13), Non-Sponsored","Prudential Financial, Inc.","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/prudential"
"pub",,,"Base, Non-Sponsored","Dog Beach, LLC","active","12 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/pub"
"pwc",,,"Base, Brand (Spec 13), Non-Sponsored","PricewaterhouseCoopers LLP","active","29 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/pwc"
"qpon",,,"Base, Non-Sponsored","dotQPON LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/qpon"
"quebec",,,"Base, Community (Spec 12), Non-Sponsored","PointQuébec Inc","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/quebec"
"quest",,,"Base, Non-Sponsored","XYZ.COM LLC","active","26 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/quest"
"qvc",,,"Base, Brand (Spec 13), Non-Sponsored","QVC, Inc.","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/qvc"
"racing",,,"Base, Non-Sponsored","Premier Registry Limited","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/racing"
"radio",,,"Base, Community (Spec 12), Non-Sponsored","Digity, LLC","active","21 Jul 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/radio"
"raid",,,"Base, Brand (Spec 13), Non-Sponsored","Johnson Shareholdings, Inc.","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/raid"
"read",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/read"
"realestate",,,"Base, Non-Sponsored","dotRealEstate LLC","active","11 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/realestate"
"realtor",,,"Base, Non-Sponsored","Real Estate Domains LLC","active","29 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/realtor"
"realty",,,"Base, Non-Sponsored","Waterford Limited","active","19 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/realty"
"recipes",,,"Base, Non-Sponsored","Binky Moon, LLC","active","17 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/recipes"
"red",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/red"
"redstone",,,"Base, Brand (Spec 13), Non-Sponsored","Redstone Haute Couture Co., Ltd.","terminated","31 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/redstone"
"redumbrella",,,"Base, Non-Sponsored","Travelers TLD, LLC","active","26 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/redumbrella"
"rehab",,,"Base, Non-Sponsored","Dog Beach, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/rehab"
"reise",,,"Base, Non-Sponsored","Binky Moon, LLC","active","13 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/reise"
"reisen",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/reisen"
"reit",,,"Base, Community (Spec 12), Non-Sponsored","National Association of Real Estate Investment Trusts, Inc.","active","4 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/reit"
"reliance",,,"Base, Brand (Spec 13), Non-Sponsored","Reliance Industries Limited","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/reliance"
"ren",,,"Base, Non-Sponsored","ZDNS International Limited","active","12 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/ren"
"rent",,,"Base, Non-Sponsored","XYZ.COM LLC","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/rent"
"rentals",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/rentals"
"repair",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/repair"
"report",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/report"
"republican",,,"Base, Non-Sponsored","Dog Beach, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/republican"
"rest",,,"Base, Non-Sponsored","Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/rest"
"restaurant",,,"Base, Non-Sponsored","Binky Moon, LLC","active","3 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/restaurant"
"review",,,"Base, Non-Sponsored","dot Review Limited","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/review"
"reviews",,,"Base, Non-Sponsored","Dog Beach, LLC","active","13 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/reviews"
"rexroth",,,"Base, Brand (Spec 13), Non-Sponsored","Robert Bosch GMBH","active","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/rexroth"
"rich",,,"Base, Non-Sponsored","iRegistry GmbH","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/rich"
"richardli",,,"Base, Non-Sponsored","Pacific Century Asset Management (HK) Limited","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/richardli"
"ricoh",,,"Base, Brand (Spec 13), Non-Sponsored","Ricoh Company, Ltd.","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ricoh"
"rightathome",,,"Base, Brand (Spec 13), Non-Sponsored","Johnson Shareholdings, Inc.","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/rightathome"
"ril",,,"Base, Brand (Spec 13), Non-Sponsored","Reliance Industries Limited","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ril"
"rio",,,"Base, Non-Sponsored","Empresa Municipal de Informática SA - IPLANRIO","active","27 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/rio"
"rip",,,"Base, Non-Sponsored","Dog Beach, LLC","active","10 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/rip"
"rmit",,,"Base, Brand (Spec 13), Non-Sponsored","Royal Melbourne Institute of Technology","terminated","19 Nov 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/rmit"
"rocher",,,"Base, Brand (Spec 13), Non-Sponsored","Ferrero Trading Lux S.A.","terminated","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/rocher"
"rocks",,,"Base, Non-Sponsored","Dog Beach, LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/rocks"
"rodeo",,,"Base, Non-Sponsored","Registry Services, LLC","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/rodeo"
"rogers",,,"Base, Brand (Spec 13), Non-Sponsored","Rogers Communications Canada Inc.","active","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/rogers"
"room",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/room"
"rsvp",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","8 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/rsvp"
"rugby",,,"Base, Non-Sponsored","World Rugby Strategic Developments Limited","active","15 Dec 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/rugby"
"ruhr",,,"Base, Non-Sponsored","dotSaarland GmbH","active","2 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/ruhr"
"run",,,"Base, Non-Sponsored","Binky Moon, LLC","active","19 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/run"
"rwe",,,"Base, Brand (Spec 13), Non-Sponsored","RWE AG","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/rwe"
"ryukyu",,,"Base, Non-Sponsored","BRregistry, Inc.","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ryukyu"
"saarland",,,"Base, Non-Sponsored","dotSaarland GmbH","active","12 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/saarland"
"safe",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/safe"
"safety",,,"Base, Non-Sponsored","Safety Registry Services, LLC.","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/safety"
"sakura",,,"Base, Non-Sponsored","SAKURA Internet Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sakura"
"sale",,,"Base, Non-Sponsored","Dog Beach, LLC","active","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sale"
"salon",,,"Base, Non-Sponsored","Binky Moon, LLC","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/salon"
"samsclub",,,"Base, Brand (Spec 13), Non-Sponsored","Wal-Mart Stores, Inc.","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/samsclub"
"samsung",,,"Base, Non-Sponsored","SAMSUNG SDS CO., LTD","active","3 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/samsung"
"sandvik",,,"Base, Brand (Spec 13), Non-Sponsored","Sandvik AB","active","13 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sandvik"
"sandvikcoromant",,,"Base, Brand (Spec 13), Non-Sponsored","Sandvik AB","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sandvikcoromant"
"sanofi",,,"Base, Brand (Spec 13), Non-Sponsored","Sanofi","active","9 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sanofi"
"sap",,,"Base, Brand (Spec 13), Non-Sponsored","SAP AG","active","27 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sap"
"sapo",,,"Base, Brand (Spec 13), Non-Sponsored","MEO Servicos de Comunicacoes e Multimedia, S.A.","terminated","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/sapo"
"sarl",,,"Base, Non-Sponsored","Binky Moon, LLC","active","3 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sarl"
"sas",,,"Base, Brand (Spec 13), Non-Sponsored","Research IP LLC","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/sas"
"save",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","25 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/save"
"saxo",,,"Base, Brand (Spec 13), Non-Sponsored","Saxo Bank A/S","active","31 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/saxo"
"sbi",,,"Base, Brand (Spec 13), Non-Sponsored","STATE BANK OF INDIA","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/sbi"
"sbs",,,"Base, Non-Sponsored","ShortDot SA","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sbs"
"sca",,,"Base, Brand (Spec 13), Non-Sponsored","SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ)","terminated","13 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/sca"
"scb",,,"Base, Brand (Spec 13), Non-Sponsored","The Siam Commercial Bank Public Company Limited (""SCB"")","active","20 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/scb"
"schaeffler",,,"Base, Brand (Spec 13), Non-Sponsored","Schaeffler Technologies AG & Co. KG","active","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/schaeffler"
"schmidt",,,"Base, Brand (Spec 13), Non-Sponsored","SCHMIDT GROUPE S.A.S.","active","3 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/schmidt"
"scholarships",,,"Base, Non-Sponsored","Scholarships.com, LLC","active","24 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/scholarships"
"school",,,"Base, Non-Sponsored","Binky Moon, LLC","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/school"
"schule",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/schule"
"schwarz",,,"Base, Brand (Spec 13), Non-Sponsored","Schwarz Domains und Services GmbH & Co. KG","active","18 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/schwarz"
"science",,,"Base, Non-Sponsored","dot Science Limited","active","11 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/science"
"scjohnson",,,"Base, Brand (Spec 13), Non-Sponsored","Johnson Shareholdings, Inc.","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/scjohnson"
"scor",,,"Base, Brand (Spec 13), Non-Sponsored","SCOR SE","terminated","31 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/scor"
"scot",,,"Base, Community (Spec 12), Non-Sponsored","Dot Scot Registry Limited","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/scot"
"search",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","9 Jun 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/search"
"seat",,,"Base, Brand (Spec 13), Non-Sponsored","SEAT, S.A. (Sociedad Unipersonal)","active","22 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/seat"
"secure",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","27 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/secure"
"security",,,"Base, Non-Sponsored","XYZ.COM LLC","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/security"
"seek",,,"Base, Brand (Spec 13), Non-Sponsored","Seek Limited","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/seek"
"select",,,"Base, Non-Sponsored","Registry Services, LLC","active","8 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/select"
"sener",,,"Base, Brand (Spec 13), Non-Sponsored","Sener Ingeniería y Sistemas, S.A.","active","24 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/sener"
